ST
310,436
WL
331,208;352,196;373,208;394,196;415,208;436,196;457,208;478,196;499,208;520,196;541,208;541,232;562,244;562,268;583,280;583,304;604,316;604,340;625,352;625,376;604,388;604,412;583,424;562,412;541,424;520,412;499,424;478,412;457,424;457,448;478,460;499,448;520,460;541,448;562,460;583,448;604,460;625,448;646,460;646,484;667,496;667,520;646,532;646,556;625,568;625,592;604,604;583,592;562,604;562,628;541,640;520,628;499,640;478,628;457,640;436,628;415,640;394,628;394,604;373,592;352,604;331,592;331,568;310,556;310,532;289,520;268,532;247,520;247,496;226,484;226,460;247,448;247,424;268,412;289,424;310,412;310,388;331,376;331,352;310,340;310,316;289,304;289,280;310,268;310,244;331,232;331,208
352,244;373,232;394,244;415,232;436,244;457,232;478,244;499,232;520,244;520,268;541,280;541,304;562,316;562,340;583,352;583,376;562,388;541,376;520,388;499,376;478,388;457,376;436,388;436,412;415,424;415,448;436,460;436,484;457,496;478,484;499,496;520,484;541,496;562,484;583,496;604,484;625,496;625,520;604,532;604,556;583,568;562,556;562,532;541,520;520,532;499,520;478,532;457,520;436,532;415,520;394,532;394,556;373,568;352,556;352,532;331,520;331,496;310,484;289,496;268,484;268,460;289,448;310,460;331,448;331,424;352,412;352,388;373,376;373,352;352,340;352,316;331,304;331,280;352,268;352,244
457,568;478,556;499,568;499,592;478,604;457,592;457,568
CP
331,424;310,412
352,388;331,376
331,352;352,340
310,316;331,304
331,280;310,268
352,244;331,232
373,232;373,208
415,232;415,208
457,232;457,208
499,232;499,208
520,244;541,232
541,280;562,268
562,316;583,304
583,352;604,340
583,376;604,388
562,388;562,412
520,388;520,412
478,388;478,412
436,412;457,424
436,460;457,448
478,484;478,460
520,484;520,460
562,484;562,460
604,484;604,460
625,496;646,484
625,520;646,532
604,556;625,568
583,568;583,592
541,568;562,556
541,568;541,592
541,592;562,604
520,532;520,556
520,556;541,568
499,568;520,556
541,568;520,556
499,592;520,604
520,604;541,592
520,604;520,628
478,532;478,556
478,604;478,628
436,532;436,556
436,556;457,568
436,604;457,592
436,604;436,628
394,556;415,568
415,568;436,556
415,568;415,592
415,592;436,604
394,604;415,592
436,604;415,592
373,568;373,592
331,568;352,556
310,532;331,520
289,496;289,520
247,496;268,484
268,460;247,448
